.
├── backend
│   ├── bin_store.json
│   ├── collection_importer.py
│   ├── collection.json
│   ├── image_cache.py
│   ├── main.py
│   ├── __pycache__
│   │   ├── collection_importer.cpython-311.pyc
│   │   └── image_cache.cpython-311.pyc
│   ├── requirements.txt
│   ├── static
│   │   ├── assets
│   │   │   ├── openChrome.applescript
│   │   │   └── vite.js
│   │   ├── client.d.ts
│   │   ├── dist
│   │   │   ├── client
│   │   │   │   ├── client.mjs
│   │   │   │   └── env.mjs
│   │   │   └── node
│   │   │       ├── chunks
│   │   │       │   ├── dep-Bg4HVnP5.js
│   │   │       │   ├── dep-Bkky1B58.js
│   │   │       │   ├── dep-BO5GbxpL.js
│   │   │       │   ├── dep-BpPEUsd2.js
│   │   │       │   ├── dep-Ctugieod.js
│   │   │       │   ├── dep-DcjhO6Jt.js
│   │   │       │   ├── dep-DmY5m86w.js
│   │   │       │   ├── dep-DPmIzJpk.js
│   │   │       │   ├── dep-Drtntmtt.js
│   │   │       │   ├── dep-Dunozww-.js
│   │   │       │   └── dep-EUZWNfwr.js
│   │   │       ├── cli.js
│   │   │       ├── constants.js
│   │   │       ├── index.d.ts
│   │   │       ├── index.js
│   │   │       ├── module-runner.d.ts
│   │   │       ├── module-runner.js
│   │   │       └── moduleRunnerTransport-BWUZBVLX.d.ts
│   │   ├── LICENSE.md
│   │   ├── misc
│   │   │   ├── false.js
│   │   │   └── true.js
│   │   ├── package.json
│   │   ├── README.md
│   │   └── types
│   │       ├── customEvent.d.ts
│   │       ├── hmrPayload.d.ts
│   │       ├── hot.d.ts
│   │       ├── importGlob.d.ts
│   │       ├── import-meta.d.ts
│   │       ├── importMeta.d.ts
│   │       ├── internal
│   │       │   ├── cssPreprocessorOptions.d.ts
│   │       │   ├── lightningcssOptions.d.ts
│   │       │   └── terserOptions.d.ts
│   │       ├── metadata.d.ts
│   │       └── package.json
│   ├── @vitejs
│   │   └── plugin-react
│   │       ├── dist
│   │       │   ├── index.cjs
│   │       │   ├── index.d.cts
│   │       │   ├── index.d.ts
│   │       │   ├── index.js
│   │       │   └── refresh-runtime.js
│   │       ├── LICENSE
│   │       ├── package.json
│   │       └── README.md
│   └── yallist
│       ├── iterator.js
│       ├── LICENSE
│       ├── package.json
│       ├── README.md
│       └── yallist.js
├── package.json
├── package-lock.json
├── pberrypi systemd[1]: record-collection.service: Scheduled restart job, restart counte>
├── record_collection_final (2)
